Country Name,Country Code,Indicator Name,2023
East Asia & Pacific (IDA & IBRD countries),TEA,"Central government debt, total (% of GDP)",0.0
East Asia & Pacific (IDA & IBRD countries),TEA,CPIA gender equality rating (1=low to 6=high),3.2857142857142856
East Asia & Pacific (IDA & IBRD countries),TEA,"Energy imports, net (% of energy use)",0.0
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),5.107389157936922
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita growth (annual %),4.914313536710054
East Asia & Pacific (IDA & IBRD countries),TEA,"Inflation, GDP deflator (annual %)",4.099576358343057
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult total (% of people ages 15 and above)",96.6361923217773
East Asia & Pacific (IDA & IBRD countries),TEA,Military expenditure (% of GDP),0.0
East Asia & Pacific (IDA & IBRD countries),TEA,"Official exchange rate (LCU per US$, period average)",0.0
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, female (% of total population)",49.37705992672759
East Asia & Pacific (IDA & IBRD countries),TEA,Real interest rate (%),0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Trade (% of GDP),45.52597323574511
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, male (% of male labor force) (national estimate)",0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population (% of total population),60.00988523514152
Euro area,EMU,Age dependency ratio (% of working-age population),57.32353372725027
Euro area,EMU,"Central government debt, total (% of GDP)",0.0
Euro area,EMU,CPIA gender equality rating (1=low to 6=high),3.27702702702703
Euro area,EMU,"Energy imports, net (% of energy use)",0.0
Euro area,EMU,GDP growth (annual %),0.4014184975917203
Euro area,EMU,GDP per capita growth (annual %),0.1017596991238036
Euro area,EMU,"Inflation, GDP deflator (annual %)",6.189098284643897
Euro area,EMU,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
Euro area,EMU,Military expenditure (% of GDP),0.0
Euro area,EMU,"Official exchange rate (LCU per US$, period average)",0.924839558470698
Euro area,EMU,"Population, female (% of total population)",51.04764732485447
Euro area,EMU,Real interest rate (%),0.0
Euro area,EMU,Trade (% of GDP),92.67136257470196
Euro area,EMU,"Unemployment, male (% of male labor force) (national estimate)",6.2325811520090815
Euro area,EMU,Urban population (% of total population),77.95638091140077
Europe & Central Asia,ECS,Age dependency ratio (% of working-age population),54.822428123109965
Europe & Central Asia,ECS,"Central government debt, total (% of GDP)",0.0
Europe & Central Asia,ECS,CPIA gender equality rating (1=low to 6=high),4.125
Europe & Central Asia,ECS,"Energy imports, net (% of energy use)",0.0
Europe & Central Asia,ECS,GDP growth (annual %),1.0161443288304213
Europe & Central Asia,ECS,GDP per capita growth (annual %),1.0615178361891964
Europe & Central Asia,ECS,"Inflation, GDP deflator (annual %)",6.406916525697497
Europe & Central Asia,ECS,"Literacy rate, adult total (% of people ages 15 and above)",98.6887130737305
Europe & Central Asia,ECS,Military expenditure (% of GDP),0.0
Europe & Central Asia,ECS,"Official exchange rate (LCU per US$, period average)",0.0
Europe & Central Asia,ECS,"Population, female (% of total population)",51.43731803131455
Europe & Central Asia,ECS,Real interest rate (%),0.0
Europe & Central Asia,ECS,Trade (% of GDP),86.709919262955
Europe & Central Asia,ECS,"Unemployment, male (% of male labor force) (national estimate)",5.333976183126435
Europe & Central Asia,ECS,Urban population (% of total population),73.27848180813052
Europe & Central Asia (excluding high income),ECA,Age dependency ratio (% of working-age population),52.08861215390427
Europe & Central Asia (excluding high income),ECA,"Central government debt, total (% of GDP)",0.0
Europe & Central Asia (excluding high income),ECA,CPIA gender equality rating (1=low to 6=high),4.125
Europe & Central Asia (excluding high income),ECA,"Energy imports, net (% of energy use)",0.0
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),5.042546177799935
Europe & Central Asia (excluding high income),ECA,GDP per capita growth (annual %),5.75414531846701
Europe & Central Asia (excluding high income),ECA,"Inflation, GDP deflator (annual %)",7.567348695297746
Europe & Central Asia (excluding high income),ECA,"Literacy rate, adult total (% of people ages 15 and above)",98.9917221069336
Europe & Central Asia (excluding high income),ECA,Military expenditure (% of GDP),0.0
Europe & Central Asia (excluding high income),ECA,"Official exchange rate (LCU per US$, period average)",0.0
Europe & Central Asia (excluding high income),ECA,"Population, female (% of total population)",51.10369816454914
Europe & Central Asia (excluding high income),ECA,Real interest rate (%),0.0
Europe & Central Asia (excluding high income),ECA,Trade (% of GDP),72.80283971147087
Europe & Central Asia (excluding high income),ECA,"Unemployment, male (% of male labor force) (national estimate)",0.0
Europe & Central Asia (excluding high income),ECA,Urban population (% of total population),64.32544361396616
Europe & Central Asia (IDA & IBRD countries),TEC,Age dependency ratio (% of working-age population),52.33273662102109
Europe & Central Asia (IDA & IBRD countries),TEC,"Central government debt, total (% of GDP)",0.0
Europe & Central Asia (IDA & IBRD countries),TEC,CPIA gender equality rating (1=low to 6=high),4.125
Europe & Central Asia (IDA & IBRD countries),TEC,"Energy imports, net (% of energy use)",0.0
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),3.649843501093628
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita growth (annual %),4.195096914676014
Europe & Central Asia (IDA & IBRD countries),TEC,"Inflation, GDP deflator (annual %)",7.984199243366817
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, adult total (% of people ages 15 and above)",99.3811874389648
Europe & Central Asia (IDA & IBRD countries),TEC,Military expenditure (% of GDP),0.0
Europe & Central Asia (IDA & IBRD countries),TEC,"Official exchange rate (LCU per US$, period average)",0.0
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, female (% of total population)",51.941552556470114
Europe & Central Asia (IDA & IBRD countries),TEC,Real interest rate (%),0.0
Europe & Central Asia (IDA & IBRD countries),TEC,Trade (% of GDP),66.08598660870783
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, male (% of male labor force) (national estimate)",4.737925369842979
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population (% of total population),67.18107302219201
European Union,EUU,Age dependency ratio (% of working-age population),56.89657664756406
European Union,EUU,"Central government debt, total (% of GDP)",0.0
European Union,EUU,CPIA gender equality rating (1=low to 6=high),3.27702702702703
European Union,EUU,"Energy imports, net (% of energy use)",0.0
European Union,EUU,GDP growth (annual %),0.4278382694451039
European Union,EUU,GDP per capita growth (annual %),0.2137324324289409
European Union,EUU,"Inflation, GDP deflator (annual %)",6.406916525697497
European Union,EUU,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
European Union,EUU,Military expenditure (% of GDP),0.0
European Union,EUU,"Official exchange rate (LCU per US$, period average)",0.0
European Union,EUU,"Population, female (% of total population)",51.086778711117496
European Union,EUU,Real interest rate (%),0.0
European Union,EUU,Trade (% of GDP),95.68592811132304
European Union,EUU,"Unemployment, male (% of male labor force) (national estimate)",5.757407657006187
European Union,EUU,Urban population (% of total population),75.70102436931484
Fragile and conflict affected situations,FCS,Age dependency ratio (% of working-age population),77.4058383739913
Fragile and conflict affected situations,FCS,"Central government debt, total (% of GDP)",0.0
Fragile and conflict affected situations,FCS,CPIA gender equality rating (1=low to 6=high),2.828125
Fragile and conflict affected situations,FCS,"Energy imports, net (% of energy use)",0.0
Fragile and conflict affected situations,FCS,GDP growth (annual %),1.812421450065301
Fragile and conflict affected situations,FCS,GDP per capita growth (annual %),-0.1714799261773691
Fragile and conflict affected situations,FCS,"Inflation, GDP deflator (annual %)",4.6597228596238125
Fragile and conflict affected situations,FCS,"Literacy rate, adult total (% of people ages 15 and above)",65.8525772094727
Fragile and conflict affected situations,FCS,Military expenditure (% of GDP),0.0
Fragile and conflict affected situations,FCS,"Official exchange rate (LCU per US$, period average)",0.0
Fragile and conflict affected situations,FCS,"Population, female (% of total population)",50.10569488093633
Fragile and conflict affected situations,FCS,Real interest rate (%),0.0
Fragile and conflict affected situations,FCS,Trade (% of GDP),58.5116196221062
Fragile and conflict affected situations,FCS,"Unemployment, male (% of male labor force) (national estimate)",0.0
Fragile and conflict affected situations,FCS,Urban population (% of total population),44.76858712718842
Heavily indebted poor countries (HIPC),HPC,Age dependency ratio (% of working-age population),81.73858550883217
Heavily indebted poor countries (HIPC),HPC,"Central government debt, total (% of GDP)",0.0
Heavily indebted poor countries (HIPC),HPC,CPIA gender equality rating (1=low to 6=high),3.1842105263157894
Heavily indebted poor countries (HIPC),HPC,"Energy imports, net (% of energy use)",0.0
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),3.981315841005454
Heavily indebted poor countries (HIPC),HPC,GDP per capita growth (annual %),1.3290326337859426
Heavily indebted poor countries (HIPC),HPC,"Inflation, GDP deflator (annual %)",4.6597228596238125
Heavily indebted poor countries (HIPC),HPC,"Literacy rate, adult total (% of people ages 15 and above)",65.9208297729492
Heavily indebted poor countries (HIPC),HPC,Military expenditure (% of GDP),0.0
Heavily indebted poor countries (HIPC),HPC,"Official exchange rate (LCU per US$, period average)",0.0
Heavily indebted poor countries (HIPC),HPC,"Population, female (% of total population)",50.1564014327526
Heavily indebted poor countries (HIPC),HPC,Real interest rate (%),0.0
Heavily indebted poor countries (HIPC),HPC,Trade (% of GDP),54.33228030285363
Heavily indebted poor countries (HIPC),HPC,"Unemployment, male (% of male labor force) (national estimate)",0.0
Heavily indebted poor countries (HIPC),HPC,Urban population (% of total population),38.547698504555285
High income,HIC,Age dependency ratio (% of working-age population),54.55914948826848
High income,HIC,"Central government debt, total (% of GDP)",0.0
High income,HIC,CPIA gender equality rating (1=low to 6=high),3.0
High income,HIC,"Energy imports, net (% of energy use)",0.0
High income,HIC,GDP growth (annual %),1.7799806926684738
High income,HIC,GDP per capita growth (annual %),1.2400760896145897
High income,HIC,"Inflation, GDP deflator (annual %)",4.758549167213658
High income,HIC,"Literacy rate, adult total (% of people ages 15 and above)",87.3560028076172
High income,HIC,Military expenditure (% of GDP),0.0
High income,HIC,"Official exchange rate (LCU per US$, period average)",0.0
High income,HIC,"Population, female (% of total population)",50.37248106021465
High income,HIC,Real interest rate (%),0.0
High income,HIC,Trade (% of GDP),63.127002760848406
High income,HIC,"Unemployment, male (% of male labor force) (national estimate)",4.249718594362813
High income,HIC,Urban population (% of total population),81.15236900502325
IBRD only,IBD,Age dependency ratio (% of working-age population),47.81827699731743
IBRD only,IBD,"Central government debt, total (% of GDP)",0.0
IBRD only,IBD,CPIA gender equality rating (1=low to 6=high),3.27702702702703
IBRD only,IBD,"Energy imports, net (% of energy use)",0.0
IBRD only,IBD,GDP growth (annual %),4.568027852412243
IBRD only,IBD,GDP per capita growth (annual %),4.063830137362132
IBRD only,IBD,"Inflation, GDP deflator (annual %)",5.259242895182268
IBRD only,IBD,"Literacy rate, adult total (% of people ages 15 and above)",90.0989685058594
IBRD only,IBD,Military expenditure (% of GDP),0.0
IBRD only,IBD,"Official exchange rate (LCU per US$, period average)",0.0
IBRD only,IBD,"Population, female (% of total population)",49.52536110567456
IBRD only,IBD,Real interest rate (%),0.0
IBRD only,IBD,Trade (% of GDP),50.24875906293112
IBRD only,IBD,"Unemployment, male (% of male labor force) (national estimate)",0.0
IBRD only,IBD,Urban population (% of total population),57.9586238894416
IDA & IBRD total,IBT,Age dependency ratio (% of working-age population),55.01751663182839
IDA & IBRD total,IBT,"Central government debt, total (% of GDP)",0.0
IDA & IBRD total,IBT,CPIA gender equality rating (1=low to 6=high),3.277027027027027
IDA & IBRD total,IBT,"Energy imports, net (% of energy use)",0.0
IDA & IBRD total,IBT,GDP growth (annual %),4.464557483900734
IDA & IBRD total,IBT,GDP per capita growth (annual %),3.493851132129436
IDA & IBRD total,IBT,"Inflation, GDP deflator (annual %)",5.144667457320779
IDA & IBRD total,IBT,"Literacy rate, adult total (% of people ages 15 and above)",85.3520431518555
IDA & IBRD total,IBT,Military expenditure (% of GDP),0.0
IDA & IBRD total,IBT,"Official exchange rate (LCU per US$, period average)",0.0
IDA & IBRD total,IBT,"Population, female (% of total population)",49.67085682717512
IDA & IBRD total,IBT,Real interest rate (%),0.0
IDA & IBRD total,IBT,Trade (% of GDP),50.16863760675631
IDA & IBRD total,IBT,"Unemployment, male (% of male labor force) (national estimate)",0.0
IDA & IBRD total,IBT,Urban population (% of total population),52.81421687198886
IDA blend,IDB,Age dependency ratio (% of working-age population),73.38720328115721
IDA blend,IDB,"Central government debt, total (% of GDP)",0.0
IDA blend,IDB,CPIA gender equality rating (1=low to 6=high),3.433333333333333
IDA blend,IDB,"Energy imports, net (% of energy use)",0.0
IDA blend,IDB,GDP growth (annual %),2.5302599150938363
IDA blend,IDB,GDP per capita growth (annual %),0.6310923476133183
IDA blend,IDB,"Inflation, GDP deflator (annual %)",4.066360251444912
IDA blend,IDB,"Literacy rate, adult total (% of people ages 15 and above)",67.8960494995117
IDA blend,IDB,Military expenditure (% of GDP),0.0
IDA blend,IDB,"Official exchange rate (LCU per US$, period average)",0.0
IDA blend,IDB,"Population, female (% of total population)",49.53203513592821
IDA blend,IDB,Real interest rate (%),0.0
IDA blend,IDB,Trade (% of GDP),58.5116196221062
IDA blend,IDB,"Unemployment, male (% of male labor force) (national estimate)",0.0
IDA blend,IDB,Urban population (% of total population),44.61136193814547
IDA only,IDX,Age dependency ratio (% of working-age population),73.88605091170032
IDA only,IDX,"Central government debt, total (% of GDP)",0.0
IDA only,IDX,CPIA gender equality rating (1=low to 6=high),3.23728813559322
IDA only,IDX,"Energy imports, net (% of energy use)",0.0
IDA only,IDX,GDP growth (annual %),3.74841700516437
IDA only,IDX,GDP per capita growth (annual %),1.456478910436985
IDA only,IDX,"Inflation, GDP deflator (annual %)",5.390392867578669
IDA only,IDX,"Literacy rate, adult total (% of people ages 15 and above)",70.3004608154297
IDA only,IDX,Military expenditure (% of GDP),0.0
IDA only,IDX,"Official exchange rate (LCU per US$, period average)",0.0
IDA only,IDX,"Population, female (% of total population)",50.30588229340413
IDA only,IDX,Real interest rate (%),0.0
IDA only,IDX,Trade (% of GDP),53.09303605110448
IDA only,IDX,"Unemployment, male (% of male labor force) (national estimate)",0.0
IDA only,IDX,Urban population (% of total population),36.860293243682776
IDA total,IDA,Age dependency ratio (% of working-age population),73.720352098468
IDA total,IDA,"Central government debt, total (% of GDP)",0.0
IDA total,IDA,CPIA gender equality rating (1=low to 6=high),3.277027027027027
IDA total,IDA,"Energy imports, net (% of energy use)",0.0
IDA total,IDA,GDP growth (annual %),3.1723743243753404
IDA total,IDA,GDP per capita growth (annual %),1.0154480068074463
IDA total,IDA,"Inflation, GDP deflator (annual %)",4.6597228596238125
IDA total,IDA,"Literacy rate, adult total (% of people ages 15 and above)",69.515007019043
IDA total,IDA,Military expenditure (% of GDP),0.0
IDA total,IDA,"Official exchange rate (LCU per US$, period average)",0.0
IDA total,IDA,"Population, female (% of total population)",50.04883876394533
IDA total,IDA,Real interest rate (%),0.0
IDA total,IDA,Trade (% of GDP),48.68895598735792
IDA total,IDA,"Unemployment, male (% of male labor force) (national estimate)",0.0
IDA total,IDA,Urban population (% of total population),39.43728704266063
Late-demographic dividend,LTE,Age dependency ratio (% of working-age population),45.72805086216927
Late-demographic dividend,LTE,"Central government debt, total (% of GDP)",0.0
Late-demographic dividend,LTE,CPIA gender equality rating (1=low to 6=high),3.8333333333333335
Late-demographic dividend,LTE,"Energy imports, net (% of energy use)",0.0
Late-demographic dividend,LTE,GDP growth (annual %),4.149421273054799
Late-demographic dividend,LTE,GDP per capita growth (annual %),4.0336654098250335
Late-demographic dividend,LTE,"Inflation, GDP deflator (annual %)",5.699492127189259
Late-demographic dividend,LTE,"Literacy rate, adult total (% of people ages 15 and above)",96.8044586181641
Late-demographic dividend,LTE,Military expenditure (% of GDP),0.0
Late-demographic dividend,LTE,"Official exchange rate (LCU per US$, period average)",0.0
Late-demographic dividend,LTE,"Population, female (% of total population)",49.740276660420655
Late-demographic dividend,LTE,Real interest rate (%),0.0
Late-demographic dividend,LTE,Trade (% of GDP),54.59479844421909
Late-demographic dividend,LTE,"Unemployment, male (% of male labor force) (national estimate)",0.0
Late-demographic dividend,LTE,Urban population (% of total population),66.37034034664613
Latin America & Caribbean,LCN,Age dependency ratio (% of working-age population),48.0735594017472
Latin America & Caribbean,LCN,"Central government debt, total (% of GDP)",0.0
Latin America & Caribbean,LCN,CPIA gender equality rating (1=low to 6=high),3.375
Latin America & Caribbean,LCN,"Energy imports, net (% of energy use)",0.0
Latin America & Caribbean,LCN,GDP growth (annual %),2.088426130198457
Latin America & Caribbean,LCN,GDP per capita growth (annual %),1.3887768040938369
Latin America & Caribbean,LCN,"Inflation, GDP deflator (annual %)",4.45991367594138
Latin America & Caribbean,LCN,"Literacy rate, adult total (% of people ages 15 and above)",94.7900085449219
Latin America & Caribbean,LCN,Military expenditure (% of GDP),0.0
Latin America & Caribbean,LCN,"Official exchange rate (LCU per US$, period average)",0.0
Latin America & Caribbean,LCN,"Population, female (% of total population)",50.77052306676385
Latin America & Caribbean,LCN,Real interest rate (%),0.0
Latin America & Caribbean,LCN,Trade (% of GDP),48.754442678357314
Latin America & Caribbean,LCN,"Unemployment, male (% of male labor force) (national estimate)",5.240989505651431
Latin America & Caribbean,LCN,Urban population (% of total population),81.80116567312152
Latin America & Caribbean (excluding high income),LAC,Age dependency ratio (% of working-age population),47.74416864872872
Latin America & Caribbean (excluding high income),LAC,"Central government debt, total (% of GDP)",69.58255236287091
Latin America & Caribbean (excluding high income),LAC,CPIA gender equality rating (1=low to 6=high),3.4285714285714284
Latin America & Caribbean (excluding high income),LAC,"Energy imports, net (% of energy use)",0.0
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),2.0721329280316354
Latin America & Caribbean (excluding high income),LAC,GDP per capita growth (annual %),1.340555987462679
Latin America & Caribbean (excluding high income),LAC,"Inflation, GDP deflator (annual %)",5.4187912495370085
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, adult total (% of people ages 15 and above)",94.546272277832
Latin America & Caribbean (excluding high income),LAC,Military expenditure (% of GDP),0.0
Latin America & Caribbean (excluding high income),LAC,"Official exchange rate (LCU per US$, period average)",0.0
Latin America & Caribbean (excluding high income),LAC,"Population, female (% of total population)",50.7824794232002
Latin America & Caribbean (excluding high income),LAC,Real interest rate (%),0.0
Latin America & Caribbean (excluding high income),LAC,Trade (% of GDP),46.78238229446152
Latin America & Caribbean (excluding high income),LAC,"Unemployment, male (% of male labor force) (national estimate)",5.09709795596247
Latin America & Caribbean (excluding high income),LAC,Urban population (% of total population),81.40584691650419
Latin America & the Caribbean (IDA & IBRD countries),TLA,Age dependency ratio (% of working-age population),48.06222683900501
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Central government debt, total (% of GDP)",0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,CPIA gender equality rating (1=low to 6=high),3.375
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Energy imports, net (% of energy use)",0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),2.172054618412915
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita growth (annual %),1.4467763911508484
